Job Title,Job link,Company,Salary,Experience,Min_Salary,Max_Salary,Experience(in yrs),Category
Computer Executive,https://internshala.com/job/detail/fresher-remote-part-time-computer-executive-job-at-sapphire-tech1748058643,Sapphire Tech,"₹ 4,00,000 - 7,00,000 /year",0 year(s),400000,700000,0,Other
Junior Software Developer,https://internshala.com/job/detail/junior-software-developer-job-in-mumbai-at-mfit-technologies-private-limited1748879321,MFIT Technologies Private Limited,"₹ 4,00,000 - 6,00,000 /year",1 year(s),400000,600000,1,Software Development
STEM Teacher,https://internshala.com/job/detail/stem-teacher-job-in-multiple-locations-at-brainhap1748503846,BrainHap,"₹ 4,00,000 - 6,00,000 /year",1 year(s),400000,600000,1,Education & Training
Flutter Developer,https://internshala.com/job/detail/flutter-developer-job-in-multiple-locations-at-infoware1750392489,Infoware,"₹ 4,00,000 - 5,00,000 /year",1 year(s),400000,500000,1,Software Development
Node.js/MySQL Developer,https://internshala.com/job/detail/fresher-remote-nodejs-mysql-developer-job-at-flexiele-consulting-services-private-limited1750403604,FlexiEle Consulting Services Private Limited,"₹ 4,00,000 - 5,00,000 /year",0 year(s),400000,500000,0,Software Development
Node.js Developer,https://internshala.com/job/detail/nodejs-developer-job-in-multiple-locations-at-infoware1750392803,Infoware,"₹ 4,00,000 - 5,00,000 /year",1 year(s),400000,500000,1,Software Development
IT Website Project Manager,https://internshala.com/job/detail/it-website-project-manager-job-in-delhi-at-draa-opc-private-limited1750316806,DRAA (OPC) PRIVATE LIMITED,"₹ 4,00,000 - 5,00,000 /year",1 year(s),400000,500000,1,IT Support & Infrastructure
Associate Software Developer,https://internshala.com/job/detail/remote-part-time-associate-software-developer-job-at-pandasdroid-private-limited1750068445,Pandasdroid Private Limited,"₹ 4,00,000 - 5,00,000 /year",1 year(s),400000,500000,1,Software Development
Quality Inspector,https://internshala.com/job/detail/quality-inspector-job-in-kanpur-at-datum-advanced-composites-private-limited1749894569,Datum Advanced Composites Private Limited,"₹ 4,00,000 - 5,00,000 /year",1 year(s),400000,500000,1,Quality Assurance & Testing
Mobile App Developer,https://internshala.com/job/detail/mobile-app-developer-job-in-jaipur-at-softsensorai1749814008,Softsensor.ai,"₹ 4,00,000 - 5,00,000 /year",1 year(s),400000,500000,1,Software Development
Front End Development,https://internshala.com/job/detail/remote-front-end-development-job-at-devforce1749556219,DevForce,"₹ 4,00,000 - 5,00,000 /year",1 year(s),400000,500000,1,Software Development
Junior Full Stack Developer,https://internshala.com/job/detail/junior-full-stack-developer-job-in-chennai-at-planys-technologies-private-limited1749275586,Planys Technologies Private Limited,"₹ 4,00,000 - 5,00,000 /year",1 year(s),400000,500000,1,Software Development
"Artificial Intelligence (AI) (Computer Vision, NLP & GenerativeAI)",https://internshala.com/job/detail/fresher-remote-artificial-intelligence-ai-computer-vision-nlp-generativeai-job-at-productizetech1747823020,ProductizeTech,"₹ 4,00,000 - 5,00,000 /year",0 year(s),400000,500000,0,Data & AI
Backend Developer,https://internshala.com/job/detail/fresher-backend-developer-job-in-kolkata-at-rebuscode1748321024,RebusCode,"₹ 4,00,000 - 4,50,000 /year",0 year(s),400000,450000,0,Software Development
Android App Developer,https://internshala.com/job/detail/android-app-developer-job-in-hyderabad-at-asw-digital-marketing-services1748183321,ASW Digital Marketing Services,"₹ 4,00,000 - 4,50,000 /year",1 year(s),400000,450000,1,Software Development
Junior Full Stack Developer (Fresher),https://internshala.com/job/detail/fresher-junior-full-stack-developer-fresher-job-in-mumbai-at-swabhav-venturelabs1748965107,Swabhav Venturelabs,"₹ 4,00,000 - 4,30,000 /year",0 year(s),400000,430000,0,Software Development
Junior Software Developer,https://internshala.com/job/detail/fresher-junior-software-developer-job-in-bangalore-at-freshers-job-fair-in1750161098,Freshers Job Fair .IN,"₹ 4,00,000 /year",0 year(s),400000,400000,0,Software Development
Junior WordPress Developer,https://internshala.com/job/detail/fresher-remote-part-time-junior-wordpress-developer-job-at-devgraphiq1749209886,Devgraphiq,"₹ 4,00,000 /year",0 year(s),400000,400000,0,Software Development
Junior Software Developer,https://internshala.com/job/detail/fresher-remote-junior-software-developer-job-at-abhishek-srivastav1748420399,Abhishek Srivastav,"₹ 4,00,000 /year",0 year(s),400000,400000,0,Software Development
Junior Software Developer,https://internshala.com/job/detail/fresher-junior-software-developer-job-in-mumbai-at-freshers-job-fair-in1748275708,Freshers Job Fair .IN,"₹ 4,00,000 /year",0 year(s),400000,400000,0,Software Development
Junior Software Developer,https://internshala.com/job/detail/fresher-junior-software-developer-job-in-hyderabad-at-freshers-job-fair-in1748226665,Freshers Job Fair .IN,"₹ 4,00,000 /year",0 year(s),400000,400000,0,Software Development
Junior Software Developer,https://internshala.com/job/detail/fresher-junior-software-developer-job-in-chennai-at-freshers-job-fair-in1748226603,Freshers Job Fair .IN,"₹ 4,00,000 /year",0 year(s),400000,400000,0,Software Development
Junior Software Developer,https://internshala.com/job/detail/fresher-junior-software-developer-job-in-cochin-at-freshers-job-fair-in1748226533,Freshers Job Fair .IN,"₹ 4,00,000 /year",0 year(s),400000,400000,0,Software Development
Front End Developer,https://internshala.com/job/detail/front-end-developer-job-in-gurgaon-at-dofin-tech-private-limited1749530206,Dofin Tech Private Limited,"₹ 3,96,000 - 5,16,001 /year",1 year(s),396000,516001,1,Software Development
IT Sales Executive,https://internshala.com/job/detail/it-sales-executive-job-in-delhi-at-nexgen-innovators-it-services-private-limited1750419980,NexGen Innovators IT Services Private Limited,"₹ 3,80,000 - 6,00,000 /year",1 year(s),380000,600000,1,IT Support & Infrastructure
Digital Marketing Executive,https://internshala.com/job/detail/digital-marketing-executive-job-in-multiple-locations-at-dreamz-advertising-incorporation1748499942,Dreamz Advertising Incorporation,"₹ 3,80,000 - 6,00,000 /year",1 year(s),380000,600000,1,IT Support & Infrastructure
Golang Developer L Ahmedabad,https://internshala.com/job/detail/golang-developer-l-ahmedabad-job-in-ahmedabad-at-vedlogic-solutions-pvt-ltd1748392231,Vedlogic Solutions Pvt. Ltd.,"₹ 3,60,000 - 12,00,000 /year",4 year(s),360000,1200000,4,Software Development
Senior WordPress Developer,https://internshala.com/job/detail/senior-wordpress-developer-job-in-navi-mumbai-at-zoot-digital-seo1750051500,ZOOT DIGITAL SEO,"₹ 3,60,000 - 8,40,000 /year",1 year(s),360000,840000,1,Software Development
Digital Marketing Executive,https://internshala.com/job/detail/digital-marketing-executive-job-in-multiple-locations-at-yashica-jalhotra1748264095,Yashica Jalhotra,"₹ 3,60,000 - 6,60,000 /year",1 year(s),360000,660000,1,IT Support & Infrastructure
Angular Developer,https://internshala.com/job/detail/angular-developer-job-in-rajkot-at-classic-art1747355428,Classic Art,"₹ 3,60,000 - 6,00,000 /year",1 year(s),360000,600000,1,Software Development
Laravel Developer,https://internshala.com/job/detail/laravel-developer-job-in-ahmedabad-at-ncode-technologies-inc1749103930,NCode Technologies Inc.,"₹ 3,60,000 - 5,40,000 /year",2 year(s),360000,540000,2,Software Development
Laravel Developer,https://internshala.com/job/detail/laravel-developer-job-in-ahmedabad-at-ncode-technologies-inc1749103702,NCode Technologies Inc.,"₹ 3,60,000 - 5,40,000 /year",2 year(s),360000,540000,2,Software Development
React JS Frontend Developer,https://internshala.com/job/detail/react-js-frontend-developer-job-in-mumbai-at-elevatex1748955371,ElevateX,"₹ 3,60,000 - 4,80,000 /year",1 year(s),360000,480000,1,Software Development
Senior SEO Specialist,https://internshala.com/job/detail/senior-seo-specialist-job-in-jaipur-at-nexus-jobs1746577825,Nexus Jobs,"₹ 3,60,000 - 4,80,000 /year",4 year(s),360000,480000,4,Sales & Marketing
Digital Marketing Manager,https://internshala.com/job/detail/remote-digital-marketing-manager-job-at-quantazone1750482561,Quantazone,"₹ 3,60,000 - 4,20,000 /year",1 year(s),360000,420000,1,IT Support & Infrastructure
ERP Next Developer,https://internshala.com/job/detail/erp-next-developer-job-in-delhi-at-monika-bhalla1748249886,Monika Bhalla,"₹ 3,60,000 - 4,00,000 /year",1 year(s),360000,400000,1,Software Development
Product Manager,https://internshala.com/job/detail/fresher-remote-product-manager-job-at-stamurai1750135965,Stamurai,"₹ 3,60,000 /year",0 year(s),360000,360000,0,Project & Product Management
Full Stack Developer,https://internshala.com/job/detail/full-stack-developer-job-in-noida-at-crenovent-technologies-pvt-ltd1749133438,Crenovent Technologies Private Limited,"₹ 3,50,000 - 7,00,000 /year",1 year(s),350000,700000,1,Software Development
SCADA ENGINEER,https://internshala.com/job/detail/remote-scada-engineer-job-at-anju-phase1748420978,Anju Phase,"₹ 3,50,000 - 6,00,000 /year",1 year(s),350000,600000,1,Software Development
Python Technical Trainer - Full Time Job,https://internshala.com/job/detail/python-technical-trainer-full-time-job-job-in-multiple-locations-at-allsoft-solutions-and-service-private-limited1750164693,Allsoft Solutions And Service Private Limited,"₹ 3,50,000 - 5,50,000 /year",1 year(s),350000,550000,1,Data & AI
Front End Developer,https://internshala.com/job/detail/fresher-remote-front-end-developer-job-at-okie-dokie-solutions-llp1750499980,Okie Dokie Solutions LLP,"₹ 3,50,000 - 5,00,000 /year",0 year(s),350000,500000,0,Software Development
Cyber Security Instructor - Full Time,https://internshala.com/job/detail/cyber-security-instructor-full-time-job-in-multiple-locations-at-allsoft-solutions-and-service-private-limited1749876963,Allsoft Solutions And Service Private Limited,"₹ 3,50,000 - 5,00,000 /year",1 year(s),350000,500000,1,Cybersecurity
Product Manager,https://internshala.com/job/detail/product-manager-job-in-gurgaon-at-jina-code-systems-llp1748089186,Jina Code Systems LLP,"₹ 3,50,000 - 5,00,000 /year",1 year(s),350000,500000,1,Project & Product Management
Associate Software Developer,https://internshala.com/job/detail/fresher-remote-associate-software-developer-job-at-secret-vms-technologies-llp1748607061,SECRET VMS TECHNOLOGIES LLP,"₹ 3,50,000 - 4,50,000 /year",0 year(s),350000,450000,0,Software Development
Technical Associate,https://internshala.com/job/detail/fresher-technical-associate-job-in-gurgaon-at-bcloud-global-services1747982029,BCloud Global Services,"₹ 3,50,000 /year",0 year(s),350000,350000,0,Cybersecurity
Google Workspace Sales Executive,https://internshala.com/job/detail/fresher-google-workspace-sales-executive-job-in-pune-at-leanotech-solutions-private-limited1749542839,Leanotech Solutions Private Limited,"₹ 3,40,000 - 6,00,000 /year",0 year(s),340000,600000,0,Sales & Marketing
Junior Software Developer,https://internshala.com/job/detail/fresher-junior-software-developer-job-in-bangalore-at-syncmonk-technologies1749129815,SyncMonk Technologies,"₹ 3,30,000 - 4,20,000 /year",0 year(s),330000,420000,0,Software Development
Junior Software Tester,https://internshala.com/job/detail/junior-software-tester-job-in-mumbai-at-quantasis-private-limited1749011580,Quantasis Private Limited,"₹ 3,20,000 - 3,30,001 /year",1 year(s),320000,330001,1,Quality Assurance & Testing
Associate Software Developer,https://internshala.com/job/detail/associate-software-developer-job-in-multiple-locations-at-design-centric1748430930,Design Centric,"₹ 3,18,000 - 4,00,000 /year",1 year(s),318000,400000,1,Software Development
Full Stack Developer,https://internshala.com/job/detail/full-stack-developer-job-in-multiple-locations-at-leadpro1750472429,LeadPro,"₹ 3,16,000 - 5,04,000 /year",1 year(s),316000,504000,1,Software Development
Senior WordPress Developer,https://internshala.com/job/detail/remote-senior-wordpress-developer-job-at-cryptoliveleak-inc1748420482,"CryptoLiveLeak, Inc.","₹ 3,12,000 /year",1 year(s),312000,312000,1,Software Development
Backend Developer,https://internshala.com/job/detail/fresher-backend-developer-job-in-noida-at-clipo-ai-private-limited1749560557,Clipo AI Private Limited,"₹ 3,10,000 - 5,80,000 /year",0 year(s),310000,580000,0,Software Development
Image Processing Executive,https://internshala.com/job/detail/fresher-remote-part-time-image-processing-executive-job-at-super-maternal1747454369,Super Maternal,"₹ 3,06,000 - 4,20,000 /year",0 year(s),306000,420000,0,Other
.NET Developer,https://internshala.com/job/detail/net-developer-job-in-mumbai-at-quantasis-private-limited1748670996,Quantasis Private Limited,"₹ 3,00,000 - 22,10,000 /year",1 year(s),300000,2210000,1,Software Development
Software Developer,https://internshala.com/job/detail/remote-software-developer-job-at-unimaa-software-private-limited1748358476,Unimaa Software Private Limited,"₹ 3,00,000 - 12,00,000 /year",1 year(s),300000,1200000,1,Software Development
WordPress Developer,https://internshala.com/job/detail/wordpress-developer-job-in-ahmedabad-at-synergy-resource-solutions1749495626,Synergy Resource Solutions,"₹ 3,00,000 - 10,00,000 /year",2 year(s),300000,1000000,2,Software Development
QA Automation Engineer,https://internshala.com/job/detail/fresher-qa-automation-engineer-job-in-chennai-at-weekday1750157276,Weekday,"₹ 3,00,000 - 8,00,000 /year",0 year(s),300000,800000,0,Software Development
Technical Trainer,https://internshala.com/job/detail/technical-trainer-job-in-coimbatore-at-iamneoai1749803450,Iamneo.ai,"₹ 3,00,000 - 8,00,000 /year",1 year(s),300000,800000,1,Data & AI
Junior/Senior Network Engineer – Network Operations Center (NOC),https://internshala.com/job/detail/junior-senior-network-engineer--network-operations-center-noc-job-in-multiple-locations-at-credeb-advisors-llp1749281300,Credeb Advisors LLP,"₹ 3,00,000 - 7,20,000 /year",1 year(s),300000,720000,1,Software Development
Jr. Java Developer,https://internshala.com/job/detail/jr-java-developer-job-in-ahmedabad-at-xomic-infotech-private-limited1749495635,Xomic Infotech Private Limited,"₹ 3,00,000 - 7,20,000 /year",1 year(s),300000,720000,1,Software Development
Jr. Java Developer,https://internshala.com/job/detail/jr-java-developer-job-in-ahmedabad-at-xomic-infotech-private-limited1749103636,Xomic Infotech Private Limited,"₹ 3,00,000 - 7,20,000 /year",1 year(s),300000,720000,1,Software Development
Sr. Java Developer,https://internshala.com/job/detail/sr-java-developer-job-in-ahmedabad-at-xomic-infotech-private-limited1749103335,Xomic Infotech Private Limited,"₹ 3,00,000 - 7,20,000 /year",2 year(s),300000,720000,2,Software Development
Sr. Java Developer,https://internshala.com/job/detail/sr-java-developer-job-in-ahmedabad-at-xomic-infotech-private-limited1749103035,Xomic Infotech Private Limited,"₹ 3,00,000 - 7,20,000 /year",2 year(s),300000,720000,2,Software Development
Unity Developer,https://internshala.com/job/detail/fresher-unity-developer-job-in-gurgaon-at-monkhub1750312858,Monkhub,"₹ 3,00,000 - 7,00,000 /year",0 year(s),300000,700000,0,Software Development
Associate Software Developer,https://internshala.com/job/detail/fresher-associate-software-developer-job-in-delhi-at-nishu-singh1748500163,Nishu Singh,"₹ 3,00,000 - 7,00,000 /year",0 year(s),300000,700000,0,Software Development
Front End Developer,https://internshala.com/job/detail/front-end-developer-job-in-gurgaon-at-monkhub1750306861,Monkhub,"₹ 3,00,000 - 6,00,000 /year",1 year(s),300000,600000,1,Software Development
Senior Mobile App Developer,https://internshala.com/job/detail/remote-part-time-senior-mobile-app-developer-job-at-boost-engine-solutions1750249356,Boost Engine Solutions,"₹ 3,00,000 - 6,00,000 /year",1 year(s),300000,600000,1,Software Development
US - IT Staffing Recruiter,https://internshala.com/job/detail/fresher-us-it-staffing-recruiter-job-in-multiple-locations-at-techeir-konseptrix-analytics-private-limited1750225738,Techeir/Konseptrix Analytics Private Limited,"₹ 3,00,000 - 6,00,000 /year",0 year(s),300000,600000,0,UI/UX & Design
